aligned_dna_short_read_id,experiment_dna_short_read_id,aligned_dna_short_read_file,aligned_dna_short_read_index_file,md_5_sum,reference_assembly,alignment_software,mean_coverage,analysis_details,reference_assembly_details,reference_assembly_uri,quality_issues
PMGRC-145-143-1_LS4699019_SQ6088_1,PMGRC-145-143-1_LS4699019_SQ6088,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-145-143-1_LS4699019_SQ6088.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-145-143-1_LS4699019_SQ6088.crai,8b8d9b5cfc6e5cee85f79da14d76142c,GRCh38,bwa 0.7.17,54.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-146-146-0_LS3516170_SQ6104_1,PMGRC-146-146-0_LS3516170_SQ6104,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-146-146-0_LS3516170_SQ6104.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-146-146-0_LS3516170_SQ6104.crai,,GRCh38,bwa 0.7.17,34.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-147-146-2_LS3516169_SQ6103_1,PMGRC-147-146-2_LS3516169_SQ6103,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-147-146-2_LS3516169_SQ6103.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-147-146-2_LS3516169_SQ6103.crai,,GRCh38,bwa 0.7.17,36.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-148-148-0_LS3516190_SQ6076_1,PMGRC-148-148-0_LS3516190_SQ6076,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-148-148-0_LS3516190_SQ6076.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-148-148-0_LS3516190_SQ6076.crai,,GRCh38,bwa 0.7.17,30.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-149-148-2_LS3516188_SQ6074_1,PMGRC-149-148-2_LS3516188_SQ6074,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-149-148-2_LS3516188_SQ6074.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-149-148-2_LS3516188_SQ6074.crai,,GRCh38,bwa 0.7.17,32.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-150-148-1_LS3516189_SQ6075_1,PMGRC-150-148-1_LS3516189_SQ6075,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-150-148-1_LS3516189_SQ6075.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-150-148-1_LS3516189_SQ6075.crai,,GRCh38,bwa 0.7.17,45,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-151-151-0_LS4698954_SQ6061_1,PMGRC-151-151-0_LS4698954_SQ6061,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-151-151-0_LS4698954_SQ6061.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-151-151-0_LS4698954_SQ6061.crai,650e2595ee0f0a46f02c65ffadce9bb6,GRCh38,bwa 0.7.17,31.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-152-152-0_LS4698944_SQ6095_1,PMGRC-152-152-0_LS4698944_SQ6095,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-152-152-0_LS4698944_SQ6095.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-152-152-0_LS4698944_SQ6095.crai,2172e81760ddc7b14729a4495602484e,GRCh38,bwa 0.7.17,60.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-153-152-2_LS4698941_SQ6092_1,PMGRC-153-152-2_LS4698941_SQ6092,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-153-152-2_LS4698941_SQ6092.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-153-152-2_LS4698941_SQ6092.crai,144f56678bca42069a1f2b6767d6da82,GRCh38,bwa 0.7.17,43.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-154-152-1_LS4698943_SQ6094_1,PMGRC-154-152-1_LS4698943_SQ6094,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-154-152-1_LS4698943_SQ6094.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-154-152-1_LS4698943_SQ6094.crai,6f8871da2705a38f52ef23c5f1697a35,GRCh38,bwa 0.7.17,47.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-155-152-3_LS4698942_SQ6093_1,PMGRC-155-152-3_LS4698942_SQ6093,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-155-152-3_LS4698942_SQ6093.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-155-152-3_LS4698942_SQ6093.crai,9759f2785e7959d71cdae91cfb34e8f6,GRCh38,bwa 0.7.17,51.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-156-152-3_LS4698945_SQ6096_1,PMGRC-156-152-3_LS4698945_SQ6096,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-156-152-3_LS4698945_SQ6096.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-156-152-3_LS4698945_SQ6096.crai,73fea181139ea635700d63577a6a3f85,GRCh38,bwa 0.7.17,46.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-157-146-1_LS3516171_SQ6105_1,PMGRC-157-146-1_LS3516171_SQ6105,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-157-146-1_LS3516171_SQ6105.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-157-146-1_LS3516171_SQ6105.crai,,GRCh38,bwa 0.7.17,49.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-158-158-0_LS4268794_SQ6110_1,PMGRC-158-158-0_LS4268794_SQ6110,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-158-158-0_LS4268794_SQ6110.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-158-158-0_LS4268794_SQ6110.crai,,GRCh38,bwa 0.7.17,49.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-159-158-2_LS4268792_SQ6096_1,PMGRC-159-158-2_LS4268792_SQ6096,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-159-158-2_LS4268792_SQ6096.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-159-158-2_LS4268792_SQ6096.crai,55565900cff0325c0bd79a98083edb5b,GRCh38,bwa 0.7.17,54.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-160-158-1_LS4268796_SQ6112_1,PMGRC-160-158-1_LS4268796_SQ6112,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-160-158-1_LS4268796_SQ6112.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-160-158-1_LS4268796_SQ6112.crai,,GRCh38,bwa 0.7.17,50.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-161-161-0_LS4073343_SQ6117_1,PMGRC-161-161-0_LS4073343_SQ6117,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-161-161-0_LS4073343_SQ6117.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-161-161-0_LS4073343_SQ6117.crai,,GRCh38,bwa 0.7.17,45.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-162-161-2_LS4073341_SQ6115_1,PMGRC-162-161-2_LS4073341_SQ6115,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-162-161-2_LS4073341_SQ6115.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-162-161-2_LS4073341_SQ6115.crai,,GRCh38,bwa 0.7.17,59.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-163-161-1_LS4073344_SQ6118_1,PMGRC-163-161-1_LS4073344_SQ6118,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-163-161-1_LS4073344_SQ6118.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-163-161-1_LS4073344_SQ6118.crai,,GRCh38,bwa 0.7.17,38.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-164-164-0_LS3516199_SQ6037_1,PMGRC-164-164-0_LS3516199_SQ6037,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-164-164-0_LS3516199_SQ6037.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-164-164-0_LS3516199_SQ6037.crai,,GRCh38,bwa 0.7.17,27.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-165-164-2_LS3516200_SQ6038_1,PMGRC-165-164-2_LS3516200_SQ6038,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-165-164-2_LS3516200_SQ6038.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-165-164-2_LS3516200_SQ6038.crai,,GRCh38,bwa 0.7.17,37.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-166-164-1_LS3516195_SQ6081_1,PMGRC-166-164-1_LS3516195_SQ6081,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-166-164-1_LS3516195_SQ6081.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-166-164-1_LS3516195_SQ6081.crai,,GRCh38,bwa 0.7.17,45.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-167-167-0_LS3516193_SQ6079_1,PMGRC-167-167-0_LS3516193_SQ6079,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-167-167-0_LS3516193_SQ6079.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-167-167-0_LS3516193_SQ6079.crai,0c24ba7a3c59923274ce8257f13c4493,GRCh38,bwa 0.7.17,32.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-168-167-2_LS3516191_SQ6077_1,PMGRC-168-167-2_LS3516191_SQ6077,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-168-167-2_LS3516191_SQ6077.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-168-167-2_LS3516191_SQ6077.crai,,GRCh38,bwa 0.7.17,41.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-169-167-1_LS3516192_SQ6078_1,PMGRC-169-167-1_LS3516192_SQ6078,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-169-167-1_LS3516192_SQ6078.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-169-167-1_LS3516192_SQ6078.crai,,GRCh38,bwa 0.7.17,32.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-170-170-0_LS3762985_SQ6105_1,PMGRC-170-170-0_LS3762985_SQ6105,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-170-170-0_LS3762985_SQ6105.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-170-170-0_LS3762985_SQ6105.crai,,GRCh38,bwa 0.7.17,46.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-171-170-1_LS4073349_SQ6123_1,PMGRC-171-170-1_LS4073349_SQ6123,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-171-170-1_LS4073349_SQ6123.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-171-170-1_LS4073349_SQ6123.crai,,GRCh38,bwa 0.7.17,36,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-172-170-2_LS4073350_SQ6124_1,PMGRC-172-170-2_LS4073350_SQ6124,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-172-170-2_LS4073350_SQ6124.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-172-170-2_LS4073350_SQ6124.crai,,GRCh38,bwa 0.7.17,40.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-173-175-1_LS3762966_SQ6086_1,PMGRC-173-175-1_LS3762966_SQ6086,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-173-175-1_LS3762966_SQ6086.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-173-175-1_LS3762966_SQ6086.crai,,GRCh38,bwa 0.7.17,38.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-174-175-2_LS3762965_SQ6085_1,PMGRC-174-175-2_LS3762965_SQ6085,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-174-175-2_LS3762965_SQ6085.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-174-175-2_LS3762965_SQ6085.crai,,GRCh38,bwa 0.7.17,41.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-175-175-0_LS3762964_SQ6078_1,PMGRC-175-175-0_LS3762964_SQ6078,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-175-175-0_LS3762964_SQ6078.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-175-175-0_LS3762964_SQ6078.crai,,GRCh38,bwa 0.7.17,31.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-176-176-0_LS4073416_SQ6070_1,PMGRC-176-176-0_LS4073416_SQ6070,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-176-176-0_LS4073416_SQ6070.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-176-176-0_LS4073416_SQ6070.crai,,GRCh38,bwa 0.7.17,64.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-177-176-2_LS4073417_SQ6071_1,PMGRC-177-176-2_LS4073417_SQ6071,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-177-176-2_LS4073417_SQ6071.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-177-176-2_LS4073417_SQ6071.crai,,GRCh38,bwa 0.7.17,23.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-178-178-0_LS4268812_SQ6044_1,PMGRC-178-178-0_LS4268812_SQ6044,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-178-178-0_LS4268812_SQ6044.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-178-178-0_LS4268812_SQ6044.crai,7da459ec4e9e64ee4103cf04b2d930ea,GRCh38,bwa 0.7.17,38.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-179-178-2_LS4268811_SQ6043_1,PMGRC-179-178-2_LS4268811_SQ6043,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-179-178-2_LS4268811_SQ6043.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-179-178-2_LS4268811_SQ6043.crai,9c21b8cb4d75415b014d8b0bc9b32786,GRCh38,bwa 0.7.17,39.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-180-178-1_LS4268810_SQ6042_1,PMGRC-180-178-1_LS4268810_SQ6042,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-180-178-1_LS4268810_SQ6042.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-180-178-1_LS4268810_SQ6042.crai,12360f9702fecff26bca4ef1ed5f409c,GRCh38,bwa 0.7.17,38.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-181-181-0_LS4698976_SQ6127_1,PMGRC-181-181-0_LS4698976_SQ6127,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-181-181-0_LS4698976_SQ6127.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-181-181-0_LS4698976_SQ6127.crai,38545d7906175d93bc055936f27feb5e,GRCh38,bwa 0.7.17,35.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-182-181-2_LS4698975_SQ6126_1,PMGRC-182-181-2_LS4698975_SQ6126,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-182-181-2_LS4698975_SQ6126.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-182-181-2_LS4698975_SQ6126.crai,49a197d972c29b995bdde5084f772c96,GRCh38,bwa 0.7.17,51.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-186-186-0_LS3516239_SQ6076_1,PMGRC-186-186-0_LS3516239_SQ6076,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-186-186-0_LS3516239_SQ6076.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-186-186-0_LS3516239_SQ6076.crai,,GRCh38,bwa 0.7.17,41.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
